Pathways	Species	Common-Name	Object ID	Taxonomic-Range	Synonyms
PWY-7620	TAX-700510 // TAX-865865	naphthalene degradation (anaerobic)	PWY-7620	TAX-2	
PWY-6956	TAX-110517 // ORG-5942 // ORG-5950 // ORG-5957 // ORG-5966 // ORG-5974 // ORG-5978	naphthalene degradation to acetyl-CoA	PWY-6956	TAX-2	
PWY-8038	TAX-42684 // TAX-42236 // TAX-1910 // TAX-876169	naphthomycin biosynthesis	PWY-8038	TAX-201174	
PWY-7421	TAX-53447 // TAX-68199 // TAX-67333 // TAX-54571 // TAX-68286	narbomycin, pikromycin and novapikromycin biosynthesis	PWY-7421	TAX-2062	narbomycin, picromycin and novapicromycin biosynthesis
PWY-7397	TAX-3879 // TAX-4043 // TAX-4102 // TAX-5535	naringenin biosynthesis (engineered)	PWY-7397	TAX-4751 // TAX-33090	
PWY-6602	TAX-3617 // TAX-4530	naringenin <i>C</i>-glucosylation	PWY-6602	TAX-33090	vitexin and isovitexin biosynthesis
PWY-5094	TAX-43166 // TAX-37334 // TAX-37656 // TAX-4102	naringenin glycoside biosynthesis	PWY-5094	TAX-91827	
PWY-5413	TAX-46611 // TAX-3352 // TAX-3329	neoabietic acid biosynthesis	PWY-5413	TAX-3313	
PWY-7841	TAX-9606	neolacto-series glycosphingolipids biosynthesis	PWY-7841	TAX-33208	neolactoglycosphingolipids biosynthesis
PWY-7092	TAX-3981 // TAX-4006	neolinustatin bioactivation	PWY-7092	TAX-58024	
PWY-7016	TAX-1906	neomycin biosynthesis	PWY-7016	TAX-2	
PWY-6919	TAX-33903	neopentalenoketolactone and pentalenate biosynthesis	PWY-6919	TAX-1883	
PWY-7608	TAX-5076	neoxaline biosynthesis	PWY-7608	TAX-4751	
PWY-6809	TAX-2711 // TAX-4097 // TAX-4081 // TAX-4113	neoxanthin biosynthesis	PWY-6809	TAX-33090	
PWY-8069	TAX-39347 // TAX-54731	nepetalactone biosynthesis	PWY-8069	TAX-39172	
PWY-8177	TAX-3847	nerol biosynthesis	PWY-8177	TAX-33090	
PWY-6681	TAX-5141	neurosporaxanthin biosynthesis	PWY-6681	TAX-33154	
PWY-6287	TAX-1061 // TAX-1063	neurosporene biosynthesis	PWY-6287	TAX-2	
PWY-7298	TAX-39350	nevadensin biosynthesis	PWY-7298	TAX-33090	
PWY-722	TAX-257310 // TAX-294 // TAX-303 // TAX-160488 // ORG-6131 // ORG-6130 // ORG-6129	nicotinate degradation I	PWY-722	TAX-1224	maleamate pathway // nicotinate degradation
PWY-5033	TAX-86668	nicotinate degradation II	PWY-5033	TAX-1239	
PWY-5055	TAX-1528	nicotinate degradation III	PWY-5055	TAX-1239	
PWY-5316	TAX-4097	nicotine biosynthesis	PWY-5316	TAX-4070	
P181-PWY	TAX-29320 // TAX-196162 // TAX-37919	nicotine degradation I (pyridine pathway)	P181-PWY	TAX-201174	
PWY-6993	TAX-1042876 // TAX-879273	nicotine degradation II (pyrrolidine pathway)	PWY-6993	TAX-2	
PWY-7128	TAX-1437448 // TAX-879274 // ORG-6223	nicotine degradation III (VPP pathway)	PWY-7128	TAX-2	
PWY66-201	TAX-9606	nicotine degradation IV	PWY66-201	TAX-40674	
PWY66-221	TAX-9606	nicotine degradation V	PWY66-221	TAX-40674	
PWY-8319	TAX-511145 // TAX-85962	NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	PWY-8319	TAX-2 // TAX-2157	[NiFe]-hydrogenase cofactor biosynthesis
DENITRIFICATION-PWY	TAX-5507 // TAX-2238 // TAX-266 // TAX-287 // TAX-294 // TAX-316	nitrate reduction I (denitrification)	DENITRIFICATION-PWY	TAX-4751 // TAX-2157 // TAX-2	denitrification // nitrate respiration
PWY-381	ORG-5993	nitrate reduction II (assimilatory)	PWY-381	TAX-33090 // TAX-2763	nitrate assimilation
PWY0-1321	TAX-511145	nitrate reduction III (dissimilatory)	PWY0-1321	TAX-2	formate to nitrate electron transfer
PWY-5674	TAX-668	nitrate reduction IV (dissimilatory)	PWY-5674	TAX-2	dissimilatroy nitrate reduction // nitrate respiration // repiratory ammonification
PWY0-1581	TAX-511145	nitrate reduction IX (dissimilatory)	PWY0-1581	TAX-2 // TAX-2157	glycerol-3-phosphate to nitrate electron transfer
PWY-5675	TAX-5141	nitrate reduction V (assimilatory)	PWY-5675	TAX-2 // TAX-4751	nitrate assimilation
PWY490-3	TAX-1140	nitrate reduction VI (assimilatory)	PWY490-3	TAX-1117	nitrate assimilation
PWY-6748	TAX-1454 // TAX-106590 // TAX-381666	nitrate reduction VII (denitrification)	PWY-6748	TAX-2	denitrification // nitrate respiration
PWY0-1352	TAX-511145	nitrate reduction VIII (dissimilatory)	PWY0-1352	TAX-2	NADH to nitrate electron transfer
PWY0-1573	TAX-511145	nitrate reduction VIIIb (dissimilatory)	PWY0-1573	TAX-2	NADH to nitrate reductase electron transfer
PWY-6845	TAX-3702 // TAX-4081	nitric oxide biosynthesis I (plants)	PWY-6845	TAX-33090	
PWY-4983	TAX-9606	nitric oxide biosynthesis II (mammals)	PWY-4983	TAX-33208	L-citrulline-NO cycle // L-citrulline-nitric oxide cycle
PWY-7860	TAX-224308	nitric oxide biosynthesis III (bacteria)	PWY-7860	TAX-2	
PWY-7084	TAX-414 // TAX-243233 // TAX-39775 // TAX-857087 // TAX-915	nitrifier denitrification	PWY-7084	TAX-2	nitrous oxide biosynthesis // aerobic denitrification
PWY-6021	TAX-83263 // TAX-28210 // TAX-4911	nitrilotriacetate degradation	PWY-6021	TAX-1224 // TAX-4751	
PWY-8295	TAX-58347 // TAX-66896 // TAX-66881 // TAX-348043	nitrite biosynthesis	PWY-8295	TAX-201174	nitrous acid biosynthesis // L-aspartate-nitro-succinate pathway // ANS pathway // nitrite formation
P282-PWY	TAX-911 // TAX-93980 // TAX-912 // TAX-29421 // TAX-913 // TAX-35796 // TAX-35800 // TAX-42253	nitrite oxidation	P282-PWY	TAX-1293497 // TAX-1224 // TAX-40117	
PWY-7683	TAX-39947 // TAX-1148	nitrite reduction (hemoglobin)	PWY-7683	TAX-1117 // TAX-33090	
PWY-6523	TAX-671143	nitrite-dependent anaerobic methane oxidation	PWY-6523	TAX-2	intra-aerobic nitrite reduction // N-DAMO
PWY-5637	TAX-301 // TAX-543891 // ORG-5945	nitrobenzene degradation I	PWY-5637	TAX-2	
PWY-5640	TAX-58226	nitrobenzene degradation II	PWY-5640	TAX-2	
PWY-5355	TAX-5507	nitroethane degradation	PWY-5355	TAX-4751	
N2FIX-PWY	TAX-1501 // TAX-2208 // TAX-103690 // TAX-1061 // TAX-382 // TAX-264691	nitrogen fixation I (ferredoxin)	N2FIX-PWY	TAX-2157 // TAX-2	hydrogen production VII
PWY-7576	TAX-354 // TAX-573	nitrogen fixation II (flavodoxin)	PWY-7576	TAX-2157 // TAX-2	
PWY-6549	ORG-5993	nitrogen remobilization from senescing leaves	PWY-6549	TAX-3193	
P201-PWY	TAX-358 // ORG-5934 // ORG-5946	nitroglycerin degradation	P201-PWY	TAX-1224	nitroglycerin denitration // glycerol trinitrate degradation
PWY-7713	TAX-5518 // ORG-6287 // ORG-6289	nivalenol biosynthesis	PWY-7713	TAX-4751	NIV biosynthesis
PWY-7797	TAX-40567 // TAX-96045	nocardicin A biosynthesis	PWY-7797	TAX-2	
PWY-5805	TAX-1270 // TAX-36080 // TAX-1061 // TAX-272942 // TAX-78355 // TAX-58346 // TAX-47716 // TAX-1888 // TAX-1752 // TAX-1748 // TAX-1747 // TAX-43677 // TAX-66376 // TAX-28042 // TAX-1863 // TAX-1850 // TAX-111805 // TAX-1993 // TAX-2055 // TAX-36822 // TAX-2054 // TAX-36821 // TAX-1773 // TAX-1772 // TAX-1771 // TAX-1768 // TAX-1770 // TAX-1767 // TAX-1766 // TAX-1802 // TAX-1765 // TAX-1764 // TAX-2061 // TAX-1717 // TAX-1721 // TAX-36808 // TAX-1727 // TAX-1705 // TAX-1718 // TAX-1697 // TAX-43768 // TAX-1713 // TAX-33881 // TAX-2036 // TAX-50728 // TAX-31964 // TAX-31963 // TAX-28447 // TAX-33014 // TAX-43665 // TAX-2035 // TAX-1711 // TAX-1708 // TAX-1709 // TAX-1710 // TAX-37930 // TAX-47914 // TAX-37931 // TAX-1672 // TAX-1676 // TAX-1671 // TAX-1665 // TAX-37928 // TAX-1670 // TAX-43663 // TAX-37927 // TAX-1358 // TAX-1351 // TAX-1359 // TAX-37921 // TAX-43674 // TAX-1079 // TAX-1085 // TAX-28068 // TAX-28123 // TAX-28118 // TAX-28114 // TAX-28252 // TAX-107673 // TAX-40324 // TAX-303 // TAX-86188 // TAX-296 // TAX-294 // TAX-80866 // TAX-86179 // TAX-287 // TAX-313363 // TAX-438 // TAX-435 // TAX-252 // TAX-1179 // TAX-83541 // TAX-1124 // TAX-32046 // TAX-463277 // TAX-264691 // TAX-10116	nonaprenyl diphosphate biosynthesis I	PWY-5805	TAX-2759 // TAX-2 // TAX-2157	solanesyl diphosphate biosynthesis // solanesyl pyrophosphate biosynthesis
PWY-6520	ORG-5993	nonaprenyl diphosphate biosynthesis II	PWY-6520	TAX-33090	solanesyl diphosphate biosynthesis // solanesyl pyrophosphate biosynthesis
NOPALINEDEG-PWY	TAX-358	nopaline degradation	NOPALINEDEG-PWY	TAX-1224	
PWY-6342	TAX-10116 // TAX-9606	noradrenaline and adrenaline degradation	PWY-6342	TAX-7742	norepinephrine and epinephrine degradation
PWY-6562	TAX-216895 // TAX-1219076 // TAX-672 // TAX-670 // TAX-663 // TAX-666	norspermidine biosynthesis	PWY-6562	TAX-641	<i>sym</i>-norspermidine biosynthesis
PWY-7138	TAX-3469	noscapine biosynthesis	PWY-7138	TAX-33090	
PWY-7175	TAX-1113698 // TAX-41276 // TAX-1044 // TAX-60454 // TAX-210512 // TAX-179878 // TAX-197221	nostoxanthin biosynthesis	PWY-7175	TAX-2	
PWY-7604	TAX-877550	notoamide C and D biosynthesis	PWY-7604	TAX-4751	
PWY-7287	TAX-65497	novobiocin biosynthesis	PWY-7287	TAX-201174	
PWY-5532	TAX-2234 // TAX-2190 // TAX-311400	nucleoside and nucleotide degradation (archaea)	PWY-5532	TAX-2157	
P621-PWY	TAX-40214 // TAX-511 // TAX-1670 // TAX-37931 // TAX-1421 // TAX-136097 // TAX-286 // TAX-287 // TAX-303 // TAX-314 // TAX-1829	nylon-6 oligomer degradation	P621-PWY	TAX-2	caprolactam degradation
PWY-7624	TAX-316284	nystatin biosynthesis	PWY-7624	TAX-2062	
OANTIGEN-PWY	TAX-511145	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)	OANTIGEN-PWY	TAX-200918 // TAX-200940 // TAX-544448 // TAX-508458 // TAX-203691 // TAX-203682 // TAX-40117 // TAX-142182 // TAX-32066 // TAX-1783270 // TAX-74152 // TAX-68297 // TAX-1297 // TAX-200930 // TAX-1117 // TAX-200938 // TAX-200795 // TAX-1783257 // TAX-67814 // TAX-68336 // TAX-200783 // TAX-1224	
PWY-6752	TAX-4081 // TAX-4113 // TAX-29760	<i>o</i>-diquinones biosynthesis	PWY-6752	TAX-3193	biosynthesis of o-diquinones // fruit browning
PWY-8116	TAX-40993 // TAX-5061 // TAX-40380 // TAX-306088 // TAX-357447 // TAX-229535 // TAX-293382 // TAX-60171	ochratoxin A biosynthesis	PWY-8116	TAX-5073 // TAX-5052	
P221-PWY	TAX-301	octane oxidation	P221-PWY	TAX-4751 // TAX-2	
PWY-7388	TAX-4932	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	PWY-7388	TAX-2759	octanoyl-ACP biosynthesis (mitochondria, yeast)
PWY-5783	TAX-28028 // TAX-66892 // TAX-1830 // TAX-38312 // TAX-1829 // TAX-1833 // TAX-1822 // TAX-37333 // TAX-37329 // TAX-37326 // TAX-1824 // TAX-53972 // TAX-1828 // TAX-43767 // TAX-1725 // TAX-65058 // TAX-1724 // TAX-1719 // TAX-35755 // TAX-1717 // TAX-1702 // TAX-1703 // TAX-31943 // TAX-2045 // TAX-37931 // TAX-37929 // TAX-1280 // TAX-2250 // TAX-1299 // TAX-1270 // TAX-1618 // TAX-1473 // TAX-28068 // TAX-421628 // TAX-347 // TAX-346 // TAX-339 // TAX-274 // TAX-271 // TAX-40324 // TAX-106590 // TAX-520 // TAX-354 // TAX-51367 // TAX-644 // TAX-633 // TAX-615 // TAX-548 // TAX-585 // TAX-584 // TAX-2246 // TAX-29284 // TAX-2248 // TAX-69528 // TAX-2242 // TAX-511145	octaprenyl diphosphate biosynthesis	PWY-5783	TAX-2759 // TAX-2 // TAX-2157	
PWY-7297	TAX-7460 // TAX-6239 // TAX-7227 // TAX-6161 // TAX-6978	octopamine biosynthesis	PWY-7297	TAX-33317 // TAX-7735 // TAX-6157 // TAX-7586	
OCTOPINEDEG-PWY	TAX-358	octopine degradation	OCTOPINEDEG-PWY	TAX-1224	
PWY-8174	TAX-1423 // TAX-224308	odd <i>iso</i>-branched-chain fatty acid biosynthesis	PWY-8174	TAX-2	
PWY-7591	TAX-572262 // TAX-37487 // TAX-244573	okenone biosynthesis	PWY-7591	TAX-1046	
PWY-6972	TAX-1890	oleandomycin activation/inactivation	PWY-6972	TAX-2	
PWY-6971	TAX-1890	oleandomycin biosynthesis	PWY-6971	TAX-2	
PWY-7069	TAX-4058 // TAX-50768 // TAX-3880 // TAX-29760	oleanolate biosynthesis	PWY-7069	TAX-58024	
PWY0-1337	TAX-511145	oleate &beta;-oxidation	PWY0-1337	TAX-2	
PWY-7291	TAX-4932	oleate &beta;-oxidation (isomerase-dependent, yeast)	PWY-7291	TAX-4751	
PWY-7307	TAX-4932	oleate &beta;-oxidation (reductase-dependent, yeast)	PWY-7307	TAX-4751	
PWY-7292	TAX-4932	oleate &beta;-oxidation (thioesterase-dependent, yeast)	PWY-7292	TAX-4751	
PWY-5147	TAX-4222 // TAX-3039 // TAX-3435 // ORG-5993	oleate biosynthesis I (plants)	PWY-5147	TAX-33090 // TAX-33682	stearoyl-ACP desaturation pathway
PWY-5996	TAX-4932 // TAX-9606 // TAX-10116	oleate biosynthesis II (animals and fungi)	PWY-5996	TAX-33154	
PWY-7587	TAX-264691 // TAX-261476 // TAX-1148	oleate biosynthesis III (cyanobacteria)	PWY-7587	TAX-1117	
PWY-7664	TAX-1377 // TAX-1520 // TAX-272943	oleate biosynthesis IV (anaerobic)	PWY-7664	TAX-2	<i>cis</i>-7-hexadecenoate biosynthesis // <i>cis</i>-9-octadecenoate biosynthesis // (7<i>Z</i>)-hexadec-7-enoate biosynthesis // (9<i>Z</i>)-octadec-9-enoate biosynthesis // (7<i>Z</i>)-hexadecenoate biosynthesis // (9<i>Z</i>)-octadecenoate biosynthesis
PWY-5423	TAX-3329 // TAX-3352 // TAX-3339 // TAX-46611	oleoresin monoterpene volatiles biosynthesis	PWY-5423	TAX-3313	
PWY-5425	TAX-3332 // TAX-3352 // TAX-3339 // TAX-3329 // TAX-46611	oleoresin sesquiterpene volatiles biosynthesis	PWY-5425	TAX-3313	
PWY-5787	TAX-4013	oligomeric urushiol biosynthesis	PWY-5787	TAX-33090 // TAX-4751	urushiol biosynthesis // lacquer biosynthesis
PWY-7105	TAX-3483	olivetol biosynthesis	PWY-7105	TAX-3482	olivetol synthase by-products synthesis
PWY-7781	TAX-1771 // TAX-83332	&omega;-sulfo-II-dihydromenaquinone-9 biosynthesis	PWY-7781	TAX-1762	S881 biosynthesis
PWY-8156	TAX-72120	omphalotin biosynthesis	PWY-8156	TAX-4751	
PWY-7720	TAX-5057	ophiobolin F biosynthesis	PWY-7720	TAX-4751	
PWY-8043	TAX-9606 // TAX-1148 // ORG-5993	ophthalmate biosynthesis	PWY-8043	TAX-2759 // TAX-1117	ophthalmic acid biosynthesis
P342-PWY	TAX-5061 // TAX-269078 // ORG-5951 // ORG-5953	orcinol degradation	P342-PWY	TAX-4751 // TAX-1224	orcinol metabolism
PWY-7188	TAX-4577 // TAX-3617 // TAX-4530	orientin and isoorientin biosynthesis I	PWY-7188	TAX-33090	eriodictyol <I>C</i>-glucosylation
PWY-6818	TAX-920 // TAX-520 // TAX-292 // TAX-986 // TAX-376686 // TAX-77643 // TAX-287 // TAX-294 // TAX-316 // TAX-1061 // TAX-399741 // TAX-382 // TAX-266834	ornithine lipid biosynthesis	PWY-6818	TAX-2	ornithine amide lipid biosynthesis
2ASDEG-PWY	TAX-108557	orthanilate degradation	2ASDEG-PWY	TAX-1224	2-aminobenzenesulfonate desulfonation
PWY-7489	TAX-4530 // TAX-39947 // ORG-6035	oryzalexin A, B, and C biosynthesis	PWY-7489	TAX-4479	
PWY-7478	TAX-4530	oryzalexin D and E biosynthesis	PWY-7478	TAX-3398	
PWY-7481	TAX-4530 // TAX-39946	oryzalide A biosynthesis	PWY-7481	TAX-4479 // TAX-3398	
PWY-6699	TAX-2870670 // TAX-5180 // TAX-746128 // TAX-3570 // TAX-40559 // TAX-5061	oxalate biosynthesis	PWY-6699	TAX-33090 // TAX-4751	
PWY-6694	TAX-1525	oxalate degradation I	PWY-6694	TAX-2	
PWY-6695	TAX-847	oxalate degradation II	PWY-6695	TAX-2	
PWY-6696	TAX-408 // TAX-82996 // TAX-272630 // TAX-96344	oxalate degradation III	PWY-6696	TAX-2	
PWY-6697	TAX-42742 // TAX-4513 // TAX-4565	oxalate degradation IV	PWY-6697	TAX-2 // TAX-33090 // TAX-4751	
PWY-6698	TAX-5061 // TAX-38945 // TAX-1423	oxalate degradation V	PWY-6698	TAX-4751 // TAX-2	
PWY-7985	TAX-3702 // TAX-4932	oxalate degradation VI	PWY-7985	TAX-2759 // TAX-2	
PHOTOALL-PWY	TAX-1140 // TAX-1148	oxygenic photosynthesis	PHOTOALL-PWY	TAX-38254 // TAX-2830 // TAX-543769 // TAX-33634 // TAX-3027 // TAX-33682 // TAX-2763 // TAX-1117 // TAX-33090	C3 photosynthesis
PWY-5273	TAX-351746	<i>p</i>-cumate degradation	PWY-5273	TAX-1224	
PWY-5163	TAX-351746 // ORG-6334	<I>p</I>-cumate degradation to 2-hydroxypentadienoate	PWY-5163	TAX-1224	
PWY-5266	TAX-303 // TAX-351746	<I>p</I>-cymene degradation	PWY-5266	TAX-1224	
PWY-741	TAX-351746 // TAX-644631 // ORG-6335	<I>p</I>-cymene degradation to <I>p</I>-cumate	PWY-741	TAX-1224	
PWY-7745	TAX-1765 // TAX-1781 // TAX-83332	p-HBAD biosynthesis	PWY-7745	TAX-85025 // TAX-1762	
PWY-7955	TAX-287	paerucumarin biosynthesis	PWY-7955	TAX-286	
PWY-5470	TAX-3442 // TAX-258211	palmatine biosynthesis	PWY-5470	TAX-3398	
PWY-5994	TAX-83332 // TAX-9606 // TAX-4932	palmitate biosynthesis I (type I fatty acid synthase)	PWY-5994	TAX-85007 // TAX-33154	palmitic acid biosynthesis I // de novo lipogenesis // palmitate biosynthesis I (animals and fungi, cytoplasm)
PWY-5971	TAX-3708 // TAX-511145 // TAX-3562 // ORG-5993	palmitate biosynthesis II (type II fatty acid synthase)	PWY-5971	TAX-33090 // TAX-2	palmitate biosynthesis II (bacteria and plant cytoplasm)
PWY-8279	TAX-1125722 // TAX-242619	palmitate biosynthesis III	PWY-8279	TAX-33090 // TAX-2	
PWY-6282	TAX-85962 // TAX-511145	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	PWY-6282	TAX-2	palmitoleic acid biosynthesis I // palmitoleate biosynthesis (anaerobic)
PWY-5366	TAX-48545 // TAX-45610 // ORG-5993	palmitoleate biosynthesis II (plants and bacteria)	PWY-5366	TAX-2759 // TAX-2	palmitoleic acid biosynthesis
PWY-7589	TAX-272131 // TAX-261476 // TAX-103690 // TAX-146786 // TAX-264691	palmitoleate biosynthesis III (cyanobacteria)	PWY-7589	TAX-33090 // TAX-1117	palmitoleic acid biosynthesis III (cyanobacteria)
PWY3O-1801	TAX-4932	palmitoleate biosynthesis IV (fungi and animals)	PWY3O-1801	TAX-2759	palmitoleic acid biosynthesis // monounsaturated fatty acid biosynthesis // unsaturated fatty acid biosynthesis
PWY-8055	TAX-9606	palmitoyl ethanolamide biosynthesis	PWY-8055	TAX-2759	
PWY-5414	TAX-3329 // TAX-3352 // TAX-46611	palustric acid biosynthesis	PWY-5414	TAX-3313	
PWY-7363	TAX-3469	papaverine biosynthesis	PWY-7363	TAX-33090	
PWY-5490	TAX-2287 // TAX-336203	paraoxon degradation	PWY-5490	TAX-2157 // TAX-2	
PARATHION-DEGRADATION-PWY	TAX-1580 // TAX-293 // TAX-336203	parathion degradation	PARATHION-DEGRADATION-PWY	TAX-2	
PWY-8027	TAX-114 // TAX-39947	parkeol biosynthesis	PWY-8027	TAX-7705 // TAX-33090 // TAX-203682	
PWY-7014	TAX-1933 // TAX-1906 // TAX-1967	paromamine biosynthesis I	PWY-7014	TAX-201174	
PWY-7022	TAX-1397	paromamine biosynthesis II	PWY-7022	TAX-2	
PWY-7018	TAX-68185 // TAX-282216	paromomycin biosynthesis	PWY-7018	TAX-2	
PWY-5913	TAX-930 // TAX-292564 // TAX-113355 // TAX-931	partial TCA cycle (obligate autotrophs)	PWY-5913	TAX-1890424 // TAX-1118 // TAX-1224	TCA cycle VI (obligate autotrophs)
PWY-7492	TAX-70109 // TAX-1292256	paspaline biosynthesis	PWY-7492	TAX-4751	
PWY-6258	TAX-28511	patchoulol biosynthesis	PWY-6258	TAX-33090	
PWY-8118	TAX-1216	patellamide A and C biosynthesis	PWY-8118	TAX-1117	
PWY-7490	TAX-27334 // TAX-5078 // TAX-29844 // ORG-6260	patulin biosynthesis	PWY-7490	TAX-4751	
PWY-7493	TAX-70109 // TAX-1292256	paxilline and diprenylpaxilline biosynthesis	PWY-7493	TAX-5073	
PWY-7246	TAX-198628 // ORG-6133	pectin degradation I	PWY-7246	TAX-4751 // TAX-2	
PWY-7248	TAX-2336	pectin degradation II	PWY-7248	TAX-2	
PWY-8049	TAX-143687 // TAX-176282	pederin biosynthesis	PWY-8049	TAX-2	
PWY-5139	TAX-76714 // TAX-39879 // TAX-48386 // TAX-101596	pelargonidin conjugates biosynthesis	PWY-5139	TAX-3398	
PWY-7259	TAX-51501 // TAX-85439 // TAX-3570	pelargonidin diglucoside biosynthesis (acyl-glucose dependent)	PWY-7259	TAX-3398	
PWY-7716	TAX-162425 // TAX-5076	penicillin G and penicillin V biosynthesis	PWY-7716	TAX-4751	
PWY-5630	TAX-162425 // TAX-5076	penicillin K biosynthesis	PWY-5630	TAX-4751	
PWY-8389	TAX-293382	penigequinolone biosynthesis	PWY-8389	TAX-4751	
PCPDEG-PWY	TAX-46429	pentachlorophenol degradation	PCPDEG-PWY	TAX-2	
PWY-7251	TAX-216988 // TAX-38783 // TAX-39984 // TAX-50768 // TAX-49827 // TAX-23013 // TAX-61147 // TAX-3670 // TAX-3880 // TAX-4054 // TAX-98588 // TAX-4081 // ORG-5993	pentacyclic triterpene biosynthesis	PWY-7251	TAX-33090	pentacyclic triterpenoid biosynthesis
PWY-5475	TAX-38942 // TAX-3512 // TAX-255348	pentagalloylglucose biosynthesis	PWY-5475	TAX-3398	
PWY-12	TAX-45385	pentaketide chromone biosynthesis	PWY-12	TAX-3398	
PWY-6915	TAX-29301 // TAX-1905 // TAX-285471	pentalenolactone biosynthesis	PWY-6915	TAX-1883	
PENTOSE-P-PWY	TAX-511145 // ORG-5993	pentose phosphate pathway	PENTOSE-P-PWY	TAX-2 // TAX-2759	pentose shunt // hexose monophosphate shunt // phosphogluconate pathway // superpathway of oxidative and non-oxidative branches of pentose phosphate pathway
NONOXIPENT-PWY	TAX-511145	pentose phosphate pathway (non-oxidative branch) I	NONOXIPENT-PWY	TAX-2759 // TAX-2	
PWY-8178	TAX-5759 // TAX-1515 // TAX-84032	pentose phosphate pathway (non-oxidative branch) II	PWY-8178	TAX-5758 // TAX-2	
OXIDATIVEPENT-PWY	TAX-1423 // TAX-511145 // TAX-9606	pentose phosphate pathway (oxidative branch) I	OXIDATIVEPENT-PWY	TAX-2759 // TAX-2	
PWY-7796	TAX-53953 // TAX-69014	pentose phosphate pathway (oxidative branch) II	PWY-7796	TAX-2157	
P21-PWY	TAX-272634	pentose phosphate pathway (partial)	P21-PWY	TAX-2093	pentose phosphate pathway, Mycoplasma pneumonia
PWY-8355	TAX-9606	peptido-conjugates in tissue regeneration biosynthesis	PWY-8355	TAX-40674	CTR biosynthesis
PEPTIDOGLYCANSYN-PWY	TAX-1392 // TAX-1423 // TAX-1697 // TAX-1717 // TAX-1718 // TAX-1719 // TAX-511145 // TAX-1422 // TAX-1404 // TAX-1752 // TAX-287 // TAX-1673 // TAX-369942	peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	PEPTIDOGLYCANSYN-PWY	TAX-2	
PWY-5265	TAX-1377 // TAX-1670 // TAX-37928 // TAX-1351 // TAX-1275 // TAX-1358 // TAX-33965 // TAX-1624 // TAX-1270 // TAX-1676 // TAX-1474 // TAX-1571 // TAX-1280 // TAX-1282 // TAX-1283 // TAX-1335 // TAX-197614 // TAX-1308 // TAX-1629 // ORG-5864	peptidoglycan biosynthesis II (staphylococci)	PWY-5265	TAX-201174 // TAX-1239	
PWY-6385	TAX-1769 // TAX-1773 // TAX-83332 // TAX-1772	peptidoglycan biosynthesis III (mycobacteria)	PWY-6385	TAX-1762	
PWY-6471	TAX-1352 // TAX-1354 // TAX-1360	peptidoglycan biosynthesis IV (<i>Enterococcus faecium</i>)	PWY-6471	TAX-186826	
PWY-6470	TAX-1352	peptidoglycan biosynthesis V (&beta;-lactam resistance)	PWY-6470	TAX-201174 // TAX-1239	penicillin resistance // &beta;-lactam resistance
PWY-6459	TAX-1280	peptidoglycan cross-bridge biosynthesis I (<i>S. aureus</i>)	PWY-6459	TAX-1279	
PWY-6461	TAX-1352 // TAX-1582 // TAX-1360	peptidoglycan cross-bridge biosynthesis II (<i>E. faecium</i>)	PWY-6461	TAX-186826	
PWY-6462	TAX-1351 // TAX-1313	peptidoglycan cross-bridge biosynthesis III (<i>Enterococcus faecalis</i>)	PWY-6462	TAX-186826	
PWY-6463	TAX-1629	peptidoglycan cross-bridge biosynthesis IV (<i>Weissella viridescens</i>)	PWY-6463	TAX-186826	
PWY0-1586	TAX-511145	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	PWY0-1586	TAX-2	
PWY0-1261	TAX-511145	peptidoglycan recycling I	PWY0-1261	TAX-2	1,6-anhydro-<i>N</i>-acetylmuramic acid recycling I // cell wall recycling I // anhydromuropeptides recycling I
PWY-7883	TAX-208964 // TAX-160488	peptidoglycan recycling II	PWY-7883	TAX-2	1,6-anhydro-<i>N</i>-acetylmuramic acid recycling II // cell wall recycling II // anhydromuropeptides recycling II
PWY-7600	TAX-35717	peramine biosynthesis	PWY-7600	TAX-4751	
PWY-6530	TAX-100762 // TAX-73030 // TAX-259537 // TAX-100766 // TAX-204459 // TAX-162176 // TAX-204460	perchlorate reduction	PWY-6530	TAX-2	
